business_product_id;name;discriminator;street;house_number;postal_code;main_city_name;number_of_units;maximum_capacity;email;phone1;lat;long;nearestFC;distanceFC
300505;Kompas Vakantiewoning 30;HOLIDAY_COTTAGE;BASSEVILLESTRAAT;149;8434;Middelkerke;1;6;;;51.1573430260462;2.76047686875948;Koksijde;11.06191974063172
300506;Kompas Vakantiewoning 31;HOLIDAY_COTTAGE;BASSEVILLESTRAAT;149;8434;Middelkerke;1;4;;;51.1573430260462;2.76047686875948;Koksijde;11.06191974063172
300507;Kompas Vakantiewoning 32;HOLIDAY_COTTAGE;BASSEVILLESTRAAT;149;8434;Middelkerke;1;4;;;51.1573430260462;2.76047686875948;Koksijde;11.06191974063172
300508;Kompas Vakantiewoning 33;HOLIDAY_COTTAGE;BASSEVILLESTRAAT;149;8434;Middelkerke;1;4;;;51.1573430260462;2.76047686875948;Koksijde;11.06191974063172
300509;Kompas Vakantiewoning 34;HOLIDAY_COTTAGE;BASSEVILLESTRAAT;149;8434;Middelkerke;1;8;;;51.1573430260462;2.76047686875948;Koksijde;11.06191974063172
300510;Kompas Vakantiewoning 35;HOLIDAY_COTTAGE;BASSEVILLESTRAAT;149;8434;Middelkerke;1;8;;;51.1573430260462;2.76047686875948;Koksijde;11.06191974063172
300511;Kompas Vakantiewoning 36;HOLIDAY_COTTAGE;BASSEVILLESTRAAT;149;8434;Middelkerke;1;4;;;51.1573430260462;2.76047686875948;Koksijde;11.06191974063172
300512;Kompas Vakantiewoning 37;HOLIDAY_COTTAGE;BASSEVILLESTRAAT;149;8434;Middelkerke;1;8;;;51.1573430260462;2.76047686875948;Koksijde;11.06191974063172
300513;Kompas Vakantiewoning 38;HOLIDAY_COTTAGE;BASSEVILLESTRAAT;149;8434;Middelkerke;1;8;;;51.1573430260462;2.76047686875948;Koksijde;11.06191974063172
300514;Kompas Vakantiewoning 39;HOLIDAY_COTTAGE;BASSEVILLESTRAAT;149;8434;Middelkerke;1;6;;;51.1573430260462;2.76047686875948;Koksijde;11.06191974063172
212992;Kompas Vakantiewoning 4;HOLIDAY_COTTAGE;Bassevillestraat;149;8434;Middelkerke;1;8;ann.cloeckaert@kompascamping.be;;51.15794687873359;2.758313601706817;Koksijde;10.978430122654418
300515;Kompas Vakantiewoning 40;HOLIDAY_COTTAGE;BASSEVILLESTRAAT;149;8434;Middelkerke;1;6;;;51.1573430260462;2.76047686875948;Koksijde;11.06191974063172
300516;Kompas Vakantiewoning 41;HOLIDAY_COTTAGE;BASSEVILLESTRAAT;149;8434;Middelkerke;1;5;;;51.1573430260462;2.76047686875948;Koksijde;11.06191974063172
300517;Kompas Vakantiewoning 42;HOLIDAY_COTTAGE;BASSEVILLESTRAAT;149;8434;Middelkerke;1;5;;;51.1573430260462;2.76047686875948;Koksijde;11.06191974063172
300518;Kompas Vakantiewoning 43;HOLIDAY_COTTAGE;BASSEVILLESTRAAT;149;8434;Middelkerke;1;7;;;51.1573430260462;2.76047686875948;Koksijde;11.06191974063172
212993;Kompas Vakantiewoning 5;HOLIDAY_COTTAGE;Bassevillestraat;149;8434;Middelkerke;1;4;ann.cloeckaert@kompascamping.be;;51.15794687873359;2.758313601706817;Koksijde;10.978430122654418
212994;Kompas Vakantiewoning 6;HOLIDAY_COTTAGE;Bassevillestraat;149;8434;Middelkerke;1;8;ann.cloeckaert@kompascamping.be;;51.15794687873359;2.758313601706817;Koksijde;10.978430122654418
212995;Kompas Vakantiewoning 7;HOLIDAY_COTTAGE;Bassevillestraat;8434;8434;Middelkerke;1;8;ann.cloeckaert@kompascamping.be;;51.15794687873359;2.758313601706817;Koksijde;10.978430122654418
212996;Kompas Vakantiewoning 8;HOLIDAY_COTTAGE;Bassevillestraat;149;8434;Middelkerke;1;4;ann.cloeckaert@kompascamping.be;;51.15794687873359;2.758313601706817;Koksijde;10.978430122654418
212997;Kompas Vakantiewoning 9;HOLIDAY_COTTAGE;Bassevillestraat;149;8434;Middelkerke;1;4;ann.cloeckaert@kompascamping.be;;51.15794687873359;2.758313601706817;Koksijde;10.978430122654418
215985;Konijnenweg VILL;HOLIDAY_COTTAGE;KONIJNENWEG;8;8660;De Panne;1;6;info@acou.be;+32 58 41 28 33;51.099986;2.591324;Koksijde;2.833413510494274
380035;Koningin (Villa) 4V;HOLIDAY_COTTAGE;KONINGINNELAAN;36;8670;Koksijde;1;8;;;51.115662;2.622857;Koksijde;1.8869970412427577
227683;Koningshof 4/11;HOLIDAY_COTTAGE;Koningsstraat;75;8400;Oostende;1;3;vakantie@dermul.be;;51.22839270434289;2.908474983665533;Koksijde;24.078139391401987
220811;Koningslaan 37;HOLIDAY_COTTAGE;KONINGSLAAN;71A;8300;Knokke-Heist;1;7;info@immo-woestyn.be;+32 50 60 17 82;51.346004;3.28476;Gent;43.73351602231508
384232;Koningsteen vzw;GENERIC_ROOMS;Oxdonkstraat;168;1880;Kapelle-op-den-Bos;23;45;;;;;Herbeumont;5540.271330169284
228879;Koninklijke Automobielclub van België;CAMPING;BASSEVILLESTRAAT;81;8434;Middelkerke;339;1356;info@racbcamping.be;+32 58 23 73 43;51.15414;2.760501;Koksijde;10.860721504896892
217423;Koninklijke Baan 109 01.01;HOLIDAY_COTTAGE;KONINKLIJKE BAAN;109-111;8670;Koksijde;1;5;info@ultimmo.be;;51.120633;2.635571;Koksijde;2.348891430103057
217422;Koninklijke Baan 109 02.01;HOLIDAY_COTTAGE;KONINKLIJKE BAAN;109-111;8670;Koksijde;1;5;info@ultimmo.be;;51.120633;2.635571;Koksijde;2.348891430103057
383404;Koninklijke SOBEKA Kajakclub Zwevegem;GENERIC_ROOMS;Otegemstraat ;238;8550;Zwevegem;1;40;philippe.vdb58@gmail.com;0474880257;;;Herbeumont;5540.271330169284
219144;Kontactcentrum Abdij Postel;GENERIC_ROOMS;Abdijlaan;16;2400;Mol;;39;gastenkwartier@abdijpostel.be;+32 14 37 81 21;51.28895593316113;5.189526157189666;Arendonk;8.213557132606203
302418;Kontiki 01.07 (14);HOLIDAY_COTTAGE;ALFRED DEVOSLAAN;30;8670;Koksijde;1;6;;;;;Herbeumont;5540.271330169284
212328;KookHai;BED_AND_BREAKFAST;ZONNESTRAAT;28;9690;Kluisbergen;3;8;info@kookhai.be;+32 496 81 96 50;50.788421;3.506904;Mouscron;22.236837815259737
222997;Kookpuntloft;BED_AND_BREAKFAST;HEMELRIJK;13;3500;Hasselt;1;4;info@kookpunt.be;+32 11 72 79 69;50.930134;5.339771;Sint-Truiden;17.94475021259342
212057;Kool Kaai;GENERIC_ROOMS;Kleine Kraaiwijk;1;2000;Antwerpen;2;6;;;51.2247719287763;4.40041196436738;Deurne;4.235750906765896
379615;Koorkamer;BED_AND_BREAKFAST;BEENHOUWERSSTRAAT;108;8000;Brugge;2;4;koorkamer@icloud.com;0472439932;51.211412;3.214879;Poelkapelle;34.18252300568422
221145;Koornemoezen;BED_AND_BREAKFAST;KOORNEMOEZEN;7;8210;Zedelgem;1;4;welkom@koornemoezen.be;+32 50 34 22 01;51.152156;3.144406;Poelkapelle;26.0289539777848
314747;KOPER;BED_AND_BREAKFAST;GROTE MARKT;10;3290;Diest;1;2;;;50.98456;5.05107;Zoutleeuw;19.11665610568921
382353;KoppenHerberg;HOLIDAY_COTTAGE;Rotelenberg;33;9700;Oudenaarde;1;15;;;50.808636;3.579536;Mouscron;27.758750675182682
215307;Koraal;HOLIDAY_COTTAGE;LIPPENSLAAN;225;8300;Knokke-Heist;1;4;info@agenceschmitz.be;+32 50 60 11 22;51.347965;3.288439;Gent;43.69831021509893
215308;Koraal 21;HOLIDAY_COTTAGE;Lippenslaan;225;8300;Knokke-Heist;1;6;info@agenceschmitz.be;+32 50 60 11 22;51.34796767431651;3.288113811151207;Gent;43.71486741734284
221663;Korsele 59;GENERIC_ROOMS;KORSELE;59;9667;Horebeke;4;15;info@korsele59.be;;50.854655;3.697718;Gent;24.696313336089265
379880;Korte klarenstraat 2;HOLIDAY_COTTAGE;KORTE KLARENSTRAAT;2;2000;Antwerpen;1;2;florentijn@van-den-bos.nl;+31622789093;51.219217;4.406531;Deurne;3.638508385584434
287427;Korte Lozanastraat 2;BED_AND_BREAKFAST;KORTE LOZANASTRAAT;2;2018;Antwerpen;1;2;katrienps@gmail.com;+32 472 85 08 00;51.197283;4.407799;Deurne;3.7587258364220992
384767;korte Lozanastraat 8 - 1;HOLIDAY_COTTAGE;Korte Lozanastraat;8;2018;Antwerpen;1;8;;;;;Herbeumont;5540.271330169284
384768;Korte Lozanastraat 8 - 2;HOLIDAY_COTTAGE;Korte Lozanastraat;8;2018;Antwerpen;1;8;;;;;Herbeumont;5540.271330169284
384769;Korte Lozanastraat 8 - 3;HOLIDAY_COTTAGE;Korte Lozanastraat;8;2018;Antwerpen;1;8;;;;;Herbeumont;5540.271330169284
384770;Korte Lozanastraat 8 - 4;HOLIDAY_COTTAGE;Korte Lozanastraat;8;2018;Antwerpen;1;8;;;;;Herbeumont;5540.271330169284
384771;Korte Lozanastraat 8 - 5;HOLIDAY_COTTAGE;Korte Lozanastraat;8;2018;Antwerpen;1;8;;;;;Herbeumont;5540.271330169284
383909;Korte Nieuwstraat 4 Bus 101, 2000 Antwerpen;BED_AND_BREAKFAST;KORTE NIEUWSTRAAT;4;2000;Antwerpen;1;2;dvddaele@hotmail.com;0488392441;51.220609;4.403106;Deurne;3.909997316349166
378463;Kortedagsteeg;GENERIC_ROOMS;Kortedagsteeg;31;9000;Gent;1;4;;;;;Herbeumont;5540.271330169284
357676;Kortrijk Meensestay 1;HOLIDAY_COTTAGE;MEENSESTEENWEG;337/1;8501;Kortrijk;1;6;evelien.shortstay@gmail.com;+32486820369;50.824395;3.23047;Mouscron;9.486785825883118
251082;Kortrijk Meensestay 11;HOLIDAY_COTTAGE;MEENSESTEENWEG;337;8501;Kortrijk;1;10;info@valyou.be;;50.824394;3.230464;Mouscron;9.48658348205395
265094;Kortrijksepoortstraat 101;HOLIDAY_COTTAGE;KORTRIJKSEPOORTSTRAAT;207;9000;Gent;1;4;casablancaghent@gmail.com;;51.044022;3.721795;Gent;3.653574138900506
265095;Kortrijksepoortstraat 102;HOLIDAY_COTTAGE;KORTRIJKSEPOORTSTRAAT;207;9000;Gent;1;4;casablancaghent@gmail.com;;51.044022;3.721795;Gent;3.653574138900506
265096;Kortrijksepoortstraat 201;HOLIDAY_COTTAGE;KORTRIJKSEPOORTSTRAAT;207;9000;Gent;1;4;casablancaghent@gmail.com;;51.044022;3.721795;Gent;3.653574138900506
265097;Kortrijksepoortstraat 202;HOLIDAY_COTTAGE;KORTRIJKSEPOORTSTRAAT;207;9000;Gent;1;4;casablancaghent@gmail.com;;51.044022;3.721795;Gent;3.653574138900506
265098;Kortrijksepoortstraat 301;HOLIDAY_COTTAGE;KORTRIJKSEPOORTSTRAAT;207;9000;Gent;1;4;casablancaghent@gmail.com;;51.044022;3.721795;Gent;3.653574138900506
261639;KoSa;BED_AND_BREAKFAST;POTTEBEZEMSTRAAT;19;8820;Torhout;1;2;sarina.vitale@hotmail.com;+32 495 91 40 10;51.082433;3.118668;Poelkapelle;18.43582750117714
212034;Koto B&B Boutique;BED_AND_BREAKFAST;MIRAEUSSTRAAT;27;2018;Antwerpen;4;8;info@koto-antwerp.be;;51.206355;4.40007;Deurne;4.0077967310204015
223541;Koussestraat woning 30019 MIDDELKERKE;HOLIDAY_COTTAGE;Kousestraat;19;8430;Middelkerke;1;5;info@agem.be;+32 59 30 17 79;51.1744178930619;2.7940450435752;Koksijde;14.07749807201248
222677;Kouter;GENERIC_TERRAIN;Brielstraat;37;9290;Berlare;212;848;reinaart.geerinck@skynet.be;;51.04464670814956;3.970429253828478;Gent;16.620388777082237
275125;Kouter en Dal;HOLIDAY_COTTAGE;VOSSELARESTRAAT;16;9850;Deinze;1;10;info@kouterendal.be;+32 9 371 98 75;51.055669;3.572297;Gent;11.840801643418606
357580;KouterOase;GENERIC_ROOMS;KOUTER;1;9790;Wortegem-Petegem;2;4;kouter.oase@gmail.com;0476981180;50.816741;3.523598;Mouscron;24.27851568009081
300771;KProm 14;HOLIDAY_COTTAGE;Prof. Blanchardlaan;14;8670;Koksijde;1;4;;;51.1137791994299;2.62387501386414;Koksijde;1.6657472057565943
228919;Kraaiberg;HOLIDAY_COTTAGE;MESENSTRAAT;8;8953;Heuvelland;1;4;info@kraaiberg.be;+32 57 20 73 00;50.759038;2.865172;Poelkapelle;22.0091185107133
213402;Kraaienest;HOLIDAY_COTTAGE;Zeedijk;11;8620;Nieuwpoort;1;6;eurimas@proximedia.be;+32 58 23 51 74;51.15013650488662;2.719084890099576;Koksijde;8.300970346688697
218537;KRAAIENEST 0102;HOLIDAY_COTTAGE;Zeedijk;11;8620;Nieuwpoort;1;4;info@agentuurphilips.be;;51.15013650488662;2.719084890099576;Koksijde;8.300970346688697
216365;Kraaienest 03.01;HOLIDAY_COTTAGE;ZEEDIJK;312;8670;Koksijde;1;4;info@ultimmo.be;+32 58 52 07 92;51.120995;2.634114;Koksijde;2.379703333332492
218538;KRAAIENEST 0301;HOLIDAY_COTTAGE;Zeedijk;11;8620;Nieuwpoort;1;6;info@agentuurphilips.be;;51.15013650488662;2.719084890099576;Koksijde;8.300970346688697
299255;Kraaienest 0701;HOLIDAY_COTTAGE;Zeedijk ;11;8620;Nieuwpoort;1;6;;;51.1500683235406;2.71908781668816;Koksijde;8.295994682136506
382407;Kraaienest 0803;HOLIDAY_COTTAGE;ZEEDIJK;11;8620;Nieuwpoort;1;4;;;51.150497;2.719044;Koksijde;8.326037849348113
217244;KRAAIENEST 1H;HOLIDAY_COTTAGE;ALFRED DEVOSLAAN;38;8670;Koksijde;1;6;info@triton.be;+32 58 51 30 63;51.135126;2.678788;Koksijde;5.139087382811415
378246;Kraanlei 31;BED_AND_BREAKFAST;KRAANLEI;31;9000;Gent;2;2;caroliendesutter@gmail.com;0496429475;51.056898;3.722541;Gent;2.3145069172262906
324815;Kragendijk;BED_AND_BREAKFAST;KRAGENDIJK;124;8300;Knokke-Heist;2;4;wenda.nv@gmail.com;;51.33237;3.297123;Gent;42.068655926860316
217602;KRAKEELPANNE;HOLIDAY_COTTAGE;ZEERAKETSTRAAT;12;8670;Koksijde;1;7;info@triton.be;+32 58 51 30 63;51.12759;2.66182;Koksijde;3.753105788634632
297720;Kramique;HOLIDAY_COTTAGE;WESTVLETERENDORP;3;8640;Vleteren;1;20;info@kramique.be;;50.927435;2.71706;Poelkapelle;18.020437744212987
381237;kreef;HOLIDAY_COTTAGE;VAN ISEGHEMLAAN;90;8400;Oostende;1;2;info@tanderus.be;0494172937;51.230319;2.911899;Koksijde;24.39783389704332
381240;kreef;HOLIDAY_COTTAGE;VAN ISEGHEMLAAN;90;8400;Oostende;1;4;info@tanderus.be;0494172937;51.230319;2.911899;Koksijde;24.39783389704332
381239;kreef;HOLIDAY_COTTAGE;VAN ISEGHEMLAAN;90;8400;Oostende;1;4;info@tanderus.be;0494172937;51.230319;2.911899;Koksijde;24.39783389704332
381238;kreef;HOLIDAY_COTTAGE;VAN ISEGHEMLAAN;90;8400;Oostende;1;4;info@tanderus.be;0494172937;51.230319;2.911899;Koksijde;24.39783389704332
230021;Krekel 1;HOLIDAY_COTTAGE;PAPAVERDREEF;8;8670;Koksijde;1;6;info@littimmo.be;+32 58 53 37 40;51.127593;2.680672;Koksijde;4.624536745991176
230022;Krekel 2;HOLIDAY_COTTAGE;PAPAVERDREEF;10;8670;Koksijde;1;6;info@littimmo.be;+32 58 53 37 40;51.127593;2.680672;Koksijde;4.624536745991176
225331;Krekenpoort;GENERIC_TERRAIN;Sint-Janspolderdijk;2;9982;Sint-Laureins;106;424;krekenpoort@skynet.be;+32 9 379 87 37;51.27395593760847;3.579984513583523;Gent;24.734513200752453
226003;Krekershof;GENERIC_ROOMS;KREKERSHOFWEG;24;3680;Maaseik;5;12;info@krekershof.be;+32 477 77 22 28;51.123241;5.755141;Lommel;29.674185225420583
219367;Kriekepit B&B;BED_AND_BREAKFAST;PROFEETSTRAAT;87;2520;Ranst;2;6;kriekepit@gmail.com;+32 3 485 54 95;51.187994;4.547409;Broechem;2.729477599659267
226682;Kringelhof B&B;BED_AND_BREAKFAST;Smid Lambrechtstraat;1;9406;Ninove;2;4;francine@kringelhof.be;+32 54 32 05 87;50.8389273998063;3.99888802658965;Neder-Over-Heembeek;28.579264367726836
299894;Krismar 1.1;HOLIDAY_COTTAGE;PAUL PARMENTIERLAAN;130;8300;Knokke-Heist;1;6;;;51.347487;3.286191;Gent;43.77475660604157
345726;Kristelle  Appart;HOLIDAY_COTTAGE;NATIËNLAAN;61;8300;Knokke-Heist;1;2;info@opsomerbvba.be;+3250621868;51.337803;3.287291;Gent;42.982141783875974
381492;Kristinapark 13 huis 18;HOLIDAY_COTTAGE;STEENSTRAAT;13;8434;Middelkerke;1;4;krustinapark1819@hotmail.com;0498270826;51.154022;2.764706;Koksijde;11.099050725533555
381491;Kristinapark 13 huis 19;HOLIDAY_COTTAGE;STEENSTRAAT;13;8434;Middelkerke;1;8;krustinapark1819@hotmail.com;0498270826;51.154022;2.764706;Koksijde;11.099050725533555
304389;Kristinapark 18;HOLIDAY_COTTAGE;Steenstraat;13;8434;Middelkerke;1;4;;;51.1548835571868;2.76508093083553;Koksijde;11.173413446528219
214042;Kristof 2;HOLIDAY_COTTAGE;ZEEDIJK;75;8660;De Panne;1;6;info@agenceleroy.be;+32 58 42 06 06;51.101497;2.585187;Koksijde;3.2694253610498443
214043;Kristof 5;HOLIDAY_COTTAGE;ZEEDIJK;75;8660;De Panne;1;5;info@agenceleroy.be;+32 58 42 06 06;51.101497;2.585187;Koksijde;3.2694253610498443
214360;Kristof G001 (2000);HOLIDAY_COTTAGE;ZEEDIJK;75;8660;De Panne;1;5;;+32 51 55 54 77;51.101497;2.585187;Koksijde;3.2694253610498443
216112;KRISTOF KRIS8;HOLIDAY_COTTAGE;ZEEDIJK;75;8660;De Panne;1;6;agence@driemo.be;+32 58 41 51 36;51.101497;2.585187;Koksijde;3.2694253610498443
217666;KRISTOF S0204 WESTENDE;HOLIDAY_COTTAGE;Parklaan;3;8430;Middelkerke;1;2;info@agem.be;+32 59 30 17 79;51.17026387560654;2.779861368988228;Koksijde;13.00565144736055
380884;Kristof zijn appartement;GENERIC_ROOMS;VELDSTRAAT;156C;8500;Kortrijk;1;3;;+32470892530;50.827533;3.278149;Mouscron;11.04714278612814
222040;Kristoffel;HOTEL;LEOPOLDLAAN;39;8430;Middelkerke;12;32;info@hotelkristoffel.be;+32 59 30 21 64;51.187674;2.815347;Koksijde;16.153205025796343
287502;Kromme Elleboog;HOLIDAY_COTTAGE;Kromme-Elleboogstraat;8;2000;Antwerpen;1;2;durmoz@hotmail.com;;51.2170383680096;4.3948151516395;Deurne;4.392338715091474
211236;Kromme Elleboog;HOLIDAY_COTTAGE;KROMME ELLEBOOGSTRAAT;8;2000;Antwerpen;1;2;durmoz@hotmail.com;;51.21714;4.394912;Deurne;4.387388781176342
287501;Kromme Elleboog;HOLIDAY_COTTAGE;KROMME ELLEBOOGSTRAAT;8;2000;Antwerpen;1;2;durmoz@hotmail.com;;51.21714;4.394912;Deurne;4.387388781176342
287500;Kromme Elleboog;HOLIDAY_COTTAGE;KROMME ELLEBOOGSTRAAT;8;2000;Antwerpen;1;2;durmoz@hotmail.com;;51.21714;4.394912;Deurne;4.387388781176342
357576;Krommewal Lore;BED_AND_BREAKFAST;KROMMEWAL;12;9000;Gent;1;1;;;51.059508;3.726014;Gent;1.9444350955927654
381114;Kromven;BED_AND_BREAKFAST;Steenweg op Weelde;23;2330;Merksplas;1;4;urga@urga.eu;+32 14 63 55 95;51.386046;4.886607;Arendonk;16.685673004975573
379662;Kromven;HOLIDAY_COTTAGE;Steenweg op Weelde;23;2330;Merksplas;1;4;urga@urga.eu;+32 14 63 55 95;51.386046;4.886607;Arendonk;16.685673004975573
219637;Kruidenboerderij - vakantiewoning Salie;HOLIDAY_COTTAGE;Bellestraat;55;9280;Lebbeke;1;5;kruidenboerderij@hotmail.com;+32 52 40 81 35;50.99941878543807;4.114771902587262;Neder-Over-Heembeek;21.798397610259393
219638;Kruidenboerderij - Vakantiewoning Tijm;HOLIDAY_COTTAGE;Bellestraat;55;9280;Lebbeke;1;2;kruidenboerderij@hotmail.com;+32 52 40 81 35;50.99941878543807;4.114771902587262;Neder-Over-Heembeek;21.798397610259393
226438;Kruipwilg;HOLIDAY_COTTAGE;KRUIPWILGENDREEF;10;8670;Koksijde;1;8;vakantiehuisoostduinkerke@gmail.com;;51.127099;2.677441;Koksijde;4.4214797296544255
378422;Kruisekestraat;HOLIDAY_COTTAGE;Kruisekestraat;18;8940;Wervik;1;11;;;;;Herbeumont;5540.271330169284
382129;Kruishoutemsesteenweg 119a;HOLIDAY_COTTAGE;KRUISHOUTEMSESTEENWEG;119A;9750;Kruisem;1;2;timmenschaert@hotmail.com;0486202438;50.909226;3.637667;Gent;19.767261359261322
212210;Kruitenberg;HOLIDAY_COTTAGE;KRUITENBERGSTRAAT;25;8000;Brugge;1;7;Ronald.vandommele@gmail.com;;51.208042;3.232004;Poelkapelle;34.47743329248492
212951;KURSAAL;HOLIDAY_COTTAGE;VUURTORENPLEIN;7;8660;De Panne;1;4;;;51.10072;2.58364;Koksijde;3.3734685158715623
222924;Kursaal;HOLIDAY_COTTAGE;ALBERT I-PROMENADE;62B;8400;Oostende;1;6;info@immoquatacker.be;;51.230597;2.910945;Koksijde;24.362706861314955
217437;KURSAAL - Appt. 6.03/17;HOLIDAY_COTTAGE;Zeedijk;273;8670;Koksijde;1;8;agencenotredame@skynet.be;+32 58 51 15 78;51.11968041273166;2.631455088737786;Koksijde;2.227899910622932
377966;Kursaal 1;HOLIDAY_COTTAGE;KURSAAL OOSTHELLING;4;8400;Oostende;1;5;;;51.231989;2.912869;Koksijde;24.5629789613548
220176;Kursaal 116;HOLIDAY_COTTAGE;ALBERT I-PROMENADE;62A;8400;Oostende;1;4;;;51.230059;2.909853;Koksijde;24.265784479491405
276366;Kursaal 12;HOLIDAY_COTTAGE;VUURTORENPLEIN;7;8660;De Panne;1;4;johan@immopromenade.be;;51.10072;2.58364;Koksijde;3.3734685158715623
314729;Kursaal 15;HOLIDAY_COTTAGE;VUURTORENPLEIN;7;8660;De Panne;1;4;;;51.10072;2.58364;Koksijde;3.3734685158715623
276367;Kursaal 19;HOLIDAY_COTTAGE;VUURTORENPLEIN;7;8660;De Panne;1;6;johan@immopromenade.be;;51.10072;2.58364;Koksijde;3.3734685158715623
222923;Kursaal 200;HOLIDAY_COTTAGE;Albert I-Promenade;62B;8400;Oostende;1;2;info@immoquatacker.be;;51.2305528132325;2.9109998581521;Koksijde;24.362851427204074
225908;Kursaal 3339;HOLIDAY_COTTAGE;Vuurtorenplaats;7;8660;De Panne;1;9;ingo@agencemulier.be;+32 58 41 17 70;51.10049223624126;2.583501568841332;Koksijde;3.382375203700321
218803;Kursaal CD 2C;HOLIDAY_COTTAGE;Albert I-Promenade;62a;8400;Oostende;1;4;info@lecomte.be;+32 59 70 51 05;51.23037568911618;2.911120985324839;Koksijde;24.357904184935
218805;Kursaal CD 5 C;HOLIDAY_COTTAGE;Albert I-Promenade;62a;8400;Oostende;1;6;info@lecomte.be;+32 59 70 51 05;51.23037568911618;2.911120985324839;Koksijde;24.357904184935
224468;KURSAAL CD 9C;HOLIDAY_COTTAGE;ALBERT I-PROMENADE;62A;8400;Oostende;1;7;promenade@dermul.be;+32 59 55 10 68;51.230059;2.909853;Koksijde;24.265784479491405
219852;Kursaal EF 6 F;HOLIDAY_COTTAGE;Ijzerstraat;30B;8400;Oostende;1;4;info@lecomte.be;+32 59 70 51 05;51.23037568911618;2.911120985324839;Koksijde;24.357904184935
219853;Kursaal EF 6E;HOLIDAY_COTTAGE;IJZERSTRAAT;30B;8400;Oostende;1;6;info@lecomte.be;+32 59 70 51 05;51.230624;2.91112;Koksijde;24.374310462566278
303083;Kursaal F5;HOLIDAY_COTTAGE;IJZERSTRAAT;;8400;Oostende;1;4;;;51.230326;2.911597;Koksijde;24.38133479870074
226431;Kursaal GH 7H;HOLIDAY_COTTAGE;IJZERSTRAAT;30A;8400;Oostende;1;6;info@lecomte.be;+32 59 70 51 05;51.230624;2.91112;Koksijde;24.374310462566278
217436;KURSAAL KUR 10;HOLIDAY_COTTAGE;Zeedijk;273;8670;Koksijde;1;6;agencenotredame@skynet.be;+32 58 51 15 78;51.11968041273166;2.631455088737786;Koksijde;2.227899910622932
217435;KURSAAL KUR 6;HOLIDAY_COTTAGE;Zeedijk;273;8670;Koksijde;1;8;agencenotredame@skynet.be;+32 58 51 15 78;51.11968041273166;2.631455088737786;Koksijde;2.227899910622932
357742;Kursaal KURS223;HOLIDAY_COTTAGE;VUURTORENPLEIN;7;8660;De Panne;1;4;;;51.10072;2.58364;Koksijde;3.3734685158715623
303241;Kursaal Mariakerke 3A;HOLIDAY_COTTAGE;ZEEDIJK;166;8400;Oostende;1;4;;;51.217397;2.880933;Koksijde;21.804084722802468
261300;kustappartementen;HOLIDAY_COTTAGE;GROTE MARKT;21;8370;Blankenberge;1;6;info@kust-appartementen.be;+32 488 71 57 29;51.313707;3.126301;Koksijde;41.97026408735433
261299;kustappartementen;HOLIDAY_COTTAGE;GROTE MARKT;21;8370;Blankenberge;1;6;info@kust-appartementen.be;+32 488 71 57 29;51.313707;3.126301;Koksijde;41.97026408735433
261298;kustappartementen;HOLIDAY_COTTAGE;GROTE MARKT;21;8370;Blankenberge;1;6;info@kust-appartementen.be;+32 488 71 57 29;51.313707;3.126301;Koksijde;41.97026408735433
261301;kustappartementen;HOLIDAY_COTTAGE;GROTE MARKT;21;8370;Blankenberge;1;6;info@kust-appartementen.be;+32 488 71 57 29;51.313707;3.126301;Koksijde;41.97026408735433
346067;kustverhuur;GENERIC_ROOMS;FRANSLAAN;109;8620;Nieuwpoort;1;3;patrickheylen@skynet.be;+32496070904;51.144559;2.709227;Koksijde;7.373198041856373
224342;Kustvillaatje Enchy's Dream;HOLIDAY_COTTAGE;MADELIEFJESWEG;6;8430;Middelkerke;1;8;kustvillaatjemiddelkerke@gmail.com;;51.175955;2.798938;Koksijde;14.45481560206219
225566;Kuur en wellnesscentrum Yolande Buekers;HOTEL;Langstraat;31;3830;Wellen;10;21;info@kuurcentrum.be;+32 12 74 25 75;50.8187530242812;5.30964818674572;Sint-Truiden;9.528871900295893
216411;KWAKEDAA;HOLIDAY_COTTAGE;DUINRANDWANDELPAD;6;8670;Koksijde;1;6;info@triton.be;+32 58 51 30 63;51.129049;2.691117;Koksijde;5.28802581987363
227149;Kwakkelnest;HOLIDAY_COTTAGE;KEMMELSEWEG;2A;8970;Poperinge;1;26;kwakkelnest@gmail.com;+32 57 33 45 57;50.821141;2.784248;Poelkapelle;19.084619001132303
303227;Kwezelstraat 1640 D;HOLIDAY_COTTAGE;Kwezelstraat;;3560;Lummen;1;2;steen@live.be;+32 475 96 95 84;50.9941901868435;5.17375066996821;Zoutleeuw;19.370703910634994
227599;KWINTE 7 VILLA;HOLIDAY_COTTAGE;KWINTEWEG;7;8670;Koksijde;1;9;;;51.135278;2.68472;Koksijde;5.426906554850576
216214;KWINTE2 VILLA;HOLIDAY_COTTAGE;KWINTEWEG;2;8670;Koksijde;1;8;immo.angelo@skynet.be;+32 58 51 14 32;51.134909;2.683407;Koksijde;5.334272763395231
227426;Kwintebank 0204;HOLIDAY_COTTAGE;ALBERTSTRAAT;15;8430;Middelkerke;1;4;middelkerke@groepcaenen.be;+32 59 30 50 50;51.184368;2.806041;Koksijde;15.412991998556052
